CustomerKey,Gender,Name,City,State,Country,Continent,Birthday
134935,Male,"Matthew Rowell","AUSTINS FERRY",Tasmania,Australia,Australia,1942-08-18
135020,Female,"Isabelle Head",Midland,"Western Australia",Australia,Australia,2001-10-23
135081,Male,"Dominic Fisken",NANGARI,"South Australia",Australia,Australia,1976-10-31
135131,Female,"Rachel Cowley",CRESCENT,"South Australia",Australia,Australia,1961-04-30
135142,Male,"Elijah Pohlman",TELOPEA,"New South Wales",Australia,Australia,1966-03-06
135272,Male,"Mason Kennion","QUAMBY BEND",Tasmania,Australia,Australia,1944-10-18
135371,Female,"Mary Hanslow",THRINGTON,"South Australia",Australia,Australia,1969-11-09
135374,Male,"Brayden Wheen",GUNUNA,Queensland,Australia,Australia,1967-10-09
135531,Male,"Brock Fitzsimons",GNARABUP,"Western Australia",Australia,Australia,1995-07-05
135671,Male,"Sam Falleni",MURRAYDALE,Victoria,Australia,Australia,1978-09-02
135675,Male,"Bailey Propsting",MARRICKVILLE,"New South Wales",Australia,Australia,1999-05-26
135914,Male,"Angus Poole","RISDON PARK","South Australia",Australia,Australia,1994-01-28
135967,Male,"Christopher Byles",WESTBY,Victoria,Australia,Australia,1988-05-25
135975,Male,"Owen Jordan",BALALA,"New South Wales",Australia,Australia,1994-06-01
136055,Male,"Alex Simmons",MAGRA,Tasmania,Australia,Australia,1959-06-02
136134,Male,"Nicholas Hoff",Torrington,"New South Wales",Australia,Australia,1993-06-01
136284,Male,"Jett Power","AVOCA BEACH","New South Wales",Australia,Australia,1978-09-05
136300,Female,"Charli Strele",MITCHAM,"South Australia",Australia,Australia,1950-08-27
136823,Male,"Jayden Bowmaker",Latham,"Western Australia",Australia,Australia,1988-04-09
137153,Male,"Spencer Hoover","MURRAYS BRIDGE",Queensland,Australia,Australia,1944-11-22
137661,Female,"Isabella Brownbill",TENNYSON,"South Australia",Australia,Australia,1943-04-15
137734,Female,"Molly Macartney","ELLENBROOK EAST","Western Australia",Australia,Australia,1999-12-24
137846,Male,"Will Collee",WATTLEBANK,Queensland,Australia,Australia,1955-08-22
137865,Female,"Lucinda Ruatoka",SEVERNLEA,Queensland,Australia,Australia,1986-06-15
137949,Male,"Anthony Corin",NORONG,Victoria,Australia,Australia,1965-06-07
138130,Male,"Jai Fauchery","KENTUCKY SOUTH","New South Wales",Australia,Australia,1993-02-20
138242,Male,"Beau Rodius","WATTLE HILL",Victoria,Australia,Australia,1961-06-22
138332,Female,"Natasha White-Haney",WAANYARRA,Victoria,Australia,Australia,1972-11-30
138464,Female,"Caitlyn Salter","BONNIE DOON",Victoria,Australia,Australia,1993-12-10
138611,Male,"Sebastian O'Malley","WATTLE HILL",Victoria,Australia,Australia,1944-05-11
138735,Female,"Amelia Macquarie",NYRRABY,Victoria,Australia,Australia,1957-09-24
138767,Male,"Hugo Cathcart",BUILYAN,Queensland,Australia,Australia,1937-03-04
139176,Male,"Elijah Calder","LOWAN VALE","South Australia",Australia,Australia,1997-06-24
139224,Female,"Sofia Hardey",CANIA,Queensland,Australia,Australia,1987-12-30
139376,Male,"Leo Cuni",WANDAL,Queensland,Australia,Australia,1969-08-13
139411,Female,"Isabel McDonell",ANAMBAH,"New South Wales",Australia,Australia,1985-12-26
139479,Female,"Kiara Stuart",COBBANNAH,Victoria,Australia,Australia,1982-04-22
139742,Male,"Logan Plunkett","CAMIRA CREEK","New South Wales",Australia,Australia,1953-03-30
139817,Female,"Annabelle French","ALLENS RIVULET",Tasmania,Australia,Australia,1980-07-12
139856,Female,"Alyssa Dovey",CAMIRA,"New South Wales",Australia,Australia,1944-10-28
139891,Female,"Alicia Champion",O'REILLY,Queensland,Australia,Australia,1987-03-30
140004,Male,"Jonathan Foll",HILLVUE,"New South Wales",Australia,Australia,1937-05-04
140208,Male,"Will Tjalkabota",CRANLEY,Queensland,Australia,Australia,1975-04-15
140225,Female,"Sofia Siebenhaar",TANBY,Queensland,Australia,Australia,1987-05-05
140239,Male,"Harry Heymann",Moore,Queensland,Australia,Australia,1985-03-29
140389,Female,"Lily Coyne","EAST DAMBORING","Western Australia",Australia,Australia,1944-04-04
140457,Female,"Taylah McCrea",TARONG,Queensland,Australia,Australia,1974-11-14
140829,Male,"Ashton Gordon",STURT,Queensland,Australia,Australia,1958-02-25
140872,Female,"Georgia Waterhouse","LANE COVE","New South Wales",Australia,Australia,1990-08-22
140911,Male,"Xavier Hughes",DUVAL,"New South Wales",Australia,Australia,1950-10-19
140956,Female,"Abbey Smythe",BUMBERRAH,Victoria,Australia,Australia,1958-02-21
140972,Male,"Flynn Kossak","GRASSTREE BEACH",Queensland,Australia,Australia,1956-07-16
141179,Female,"Paige Dallachy",JUNG,Victoria,Australia,Australia,1968-10-05
141238,Male,"Joseph Fosbrook",WANDONG,Victoria,Australia,Australia,1949-10-08
141338,Male,"Benjamin Poupinel",NUNDLE,"New South Wales",Australia,Australia,1937-11-14
141371,Male,"Blake De Maistre",SOUTHEND,"South Australia",Australia,Australia,1991-06-08
141431,Male,"Cameron Edward",GNARWARRE,Victoria,Australia,Australia,1993-09-10
141645,Female,"Poppy Ruse",MIRROOL,"New South Wales",Australia,Australia,1981-05-27
141696,Male,"Jordan Brookman",HOWRAH,Tasmania,Australia,Australia,1959-04-12
141859,Male,"Angus Carter",MEERUP,"Western Australia",Australia,Australia,1991-04-18
142086,Female,"Laura Lazzarini",Brunswick,"Western Australia",Australia,Australia,1955-12-05
142282,Female,"Lucy Wanganeen","MUNGAY CREEK","New South Wales",Australia,Australia,1968-01-04
142288,Male,"Dylan Freehill",Burbank,Queensland,Australia,Australia,1979-08-11
142335,Male,"Cameron Dadswell",NEEREMAN,Victoria,Australia,Australia,1965-06-27
142425,Male,"Sam Tweddle","LITTLE PELICAN","New South Wales",Australia,Australia,1975-09-10
142837,Female,"Eva Betche",Belmont,"Western Australia",Australia,Australia,1987-03-16
143033,Male,"Mitchell Woodriff","DONCASTER EAST",Victoria,Australia,Australia,2001-11-30
143135,Male,"Dominic Watts",COLLAROY,Queensland,Australia,Australia,1943-03-12
143206,Male,"Dominic Lindsay",WINSTON,Queensland,Australia,Australia,1980-03-07
143278,Female,"Mia Raggatt",GAYTHORNE,Queensland,Australia,Australia,1996-04-13
143287,Male,"Connor Gainford",NEERABUP,"Western Australia",Australia,Australia,1970-03-19
143500,Male,"Tyler Plant","MOOROOK SOUTH","South Australia",Australia,Australia,1973-08-18
143514,Male,"Brodie Burge",KOJARENA,"Western Australia",Australia,Australia,1945-01-31
143585,Female,"Lucinda Handt",MALANDA,Queensland,Australia,Australia,1991-06-16
143646,Male,"Jack Leverrier","HULL HEADS",Queensland,Australia,Australia,1965-05-29
143836,Female,"Isabel Bennetts","KENMORE DC",Queensland,Australia,Australia,1953-01-21
